SID;Sent;WID;Token;Type;GS/Head;SA/Head;SA/New Head;SA/Check;SA/Gramm;Lemma;New Gram;СемСин/Head;Этап-3/Head;СемСин/Mark;Этап-3/Mark
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";14;наряд;subj;13;13;;0;nn,sg,msc,nom,trd;наряд;;13;20;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";15;0;;-10;;;;pnt;0;;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";16;то;cj;20;;;;prn,sg,neu,acc,trd;тот;;38;14;8;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";17;ли;lexmod;16;16;;0;pt;ли;;;16;;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";18;Аурео;subj;20;20;;0;nn,sg,msc,anm,nom,trd,heu;аурео;;20;20;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";19;"""";;-10;20;;;;"""";;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";20;оплакивал;prede;8;;;;vrb,sg,msc,fin,trd,pst,ind,act;оплакивать;;16;8;8;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";21;"""";;-10;20;;;;"""";;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";22;решение;obj;20;20;;0;nn,sg,neu,acc,trd;решение;;20;29;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";23;его;amod;25;25;;0;prn,sg,msc,gen,trd;его;;25;25;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";24;русского;amod;25;25;;0;adj,sg,msc,gen,trd;русский;;25;25;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";25;друга;mod;22;22;;0;nn,sg,msc,anm,gen,trd;друг;;22;22;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";26;жениться;mod;22;22;;0;vrb,inf,act;жениться;;22;6;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";27;0;;-10;28;;;pnt;0;;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";28;но;cj;38;;;;cnj;но;;29;26;1;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";29;в;circ;38;;;;prp,loc;в;;38;7;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";30;коробке;pcomp;29;29;;0;nn,sg,fem,loc,trd;коробка;;29;29;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";31;0;;-10;;;;pnt;0;;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";32;утопая;phdep;38;38;;0;dee,act;утопать;;38;38;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";33;в;circ;32;32;;0;prp,loc;в;;32;32;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";34;цветной;amod;36;36;;0;adj,sg,fem,dat,trd;цветной;;36;36;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";35;шёлковой;amod;36;36;;0;adj,sg,fem,dat,trd;шёлковый;;36;36;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";36;бумаге;pcomp;33;33;;0;nn,sg,fem,loc,trd;бумага;;33;33;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";37;0;;-10;32;;;pnt;0;;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";38;лежали;prede;20;;;;vrb,pl,fem,msc,neu,fin,fst,sec,trd,pst,ind,act;лежать;;13;4;1;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";39;пленительное;amod;40;40;;0;adj,sg,neu,acc,trd;пленительный;;40;40;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";40;платье;subj;38;;;;nn,sg,pl,neu,nom,trd;платье;;38;38;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";41;и;cj;46;40;;;cnj;и;;46;40;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";42;длиннющий;amod;46;46;;0;adj,sg,msc,nom,trd;длиннющий;;46;46;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";43;0;;-10;44;;;pnt;0;;;;;
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";44;широченный;coord;42;42;;0;adj,sg,msc,nom,trd;широченный;;46;42;1;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";45;шёлковый;amod;46;46;;0;adj,sg,msc,nom,trd;шёлковый;;46;46;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";46;шарф;coord;40;40;;0;nn,sg,msc,nom,trd;шарф;;40;41;0;1
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";47;чёрного;amod;48;48;;0;adj,sg,msc,gen,trd;чёрный;;48;48;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";48;цвета;mod;46;46;;0;nn,sg,msc,gen,trd;цвет;;46;46;0;0
27071;"Не знаю , то ли Спиваков плохо объяснил , к какому событию требовался наряд , то ли Аурео "" оплакивал "" решение его русского друга жениться , но в коробке , утопая в цветной шёлковой бумаге , лежали пленительное платье и длиннющий , широченный шёлковый шарф чёрного цвета .";49;.;;-10;;;;pnt;.;;;;;
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;1;До;circ;5;6;;;prp,gen;до;;5;5;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;2;сих;amod;3;3;;0;prn,pl,fem,gen,trd;сей;;;1;;1
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;3;пор;pcomp;1;1;;0;nn,pl,fem,gen,trd;пора;;;2;;1
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;4;не;spec;5;5;;0;pt;не;;5;5;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;5;удалось;pred;0;6;;;vrb,sg,neu,fin,fst,sec,trd,pst,ind,act;удаться;;;;h;h
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;6;выяснить;comp;5;;;;vrb,sg,neu,inf,fst,sec,trd,pst,act;выяснить;;5;5;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;7;0;;-10;8;;;pnt;0;;;;;
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;8;может;circ;12;;;;vrb,sg,fem,msc,neu,fin,trd,prs,ind,act;мочь;;5;12;1;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;9;0;;-10;8;;;;0;;;;;
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;10;на;circ;12;12;;0;prp,loc;на;;12;12;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;11;Филиппинах;pcomp;10;10;;0;nn,pl,fem,msc,neu,loc,trd;филиппины;;10;10;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;12;выходят;prede;6;;;6;vrb,pl,fem,msc,neu,fin,trd,prs,ind,act;выходить;;8;5;1;1
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;13;замуж;comp;12;12;;0;adv;замуж;;12;12;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;14;в;circ;12;12;;0;prp,loc;в;;12;12;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;15;чёрном;pcomp;14;14;;0;adj,sg,msc,neu,loc,trd;чёрный;;14;14;0;0
27072;До сих пор не удалось выяснить , может , на Филиппинах выходят замуж в чёрном .;16;.;;-10;;;;pnt;.;;;;;
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;1;Платьице;subj;5;5;;0;nn,sg,neu,nom,trd;платьице;;5;5;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;2;0;;-10;3;;;pnt;0;;;;;
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;3;впрочем;circ;5;5;;0;cnj;впрочем;;5;5;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;4;0;;-10;3;;;;0;;;;;
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;5;было;pred;0;;;h;vrb,sg,neu,fin,trd,pst,ind,act;быть;;;;h;h
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;6;настолько;spec;7;5;;;adv;настолько;;5;7;1;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;7;уникальным;comp;5;5;;0;adj,sg,msc,neu,ins,trd;уникальный;;5;5;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;8;0;;-10;;;;pnt;0;;;;;
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;9;сделанным;coord;7;;;;ptp,pl,fem,msc,neu,dat,trd,psv;сделать;;5;7;1;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;10;вручную;circ;9;9;;0;adv;вручную;;9;9;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;11;до;circ;9;9;;0;prp,gen;до;;9;9;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;12;мельчайшей;amod;13;13;;0;adj,sg,fem,gen,trd;мельчайший;;13;13;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;13;кнопочки;pcomp;11;11;;0;nn,sg,fem,gen,trd;кнопочка;;11;11;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;14;0;;-10;15;;;pnt;0;;;;;
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;15;что;cj;5;20;;;prn,sg,neu,acc,trd;что;;5;6;0;1
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;16;я;subj;20;20;;0;prn,sg,fem,nom,fst;я;;20;20;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;17;с;circ;20;20;;0;prp,ins;с;;20;20;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;18;великим;amod;19;19;;0;adj,sg,neu,ins,trd;великий;;19;19;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;19;удовольствием;pcomp;17;17;;0;nn,sg,neu,ins,trd;удовольствие;;17;17;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;20;надевала;preds;15;13;;;vrb,sg,fem,fin,fst,pst,ind,act;надевать;;15;15;0;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;21;его;obj;20;22;;;prn,sg,neu,nom,acc,trd;его;;22;22;1;1
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;22;множество;circ;20;;;;nn,sg,neu,nom,trd;множество;;;20;n;0
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;23;раз;dep;22;22;;0;nn,pl,msc,gen,trd;раз;;20;20;1;1
27073;Платьице , впрочем , было настолько уникальным , сделанным вручную до мельчайшей кнопочки , что я с великим удовольствием надевала его множество раз .;24;.;;-10;;;;pnt;.;;;;;
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;1;До;circ;5;5;;0;prp,gen;до;;5;5;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;2;сих;amod;3;3;;0;prn,pl,fem,gen,trd;сей;;;1;;1
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;3;пор;pcomp;1;1;;0;nn,pl,fem,gen,trd;пора;;;2;;1
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;4;оно;subj;5;5;;0;prn,sg,neu,nom,trd;оно;;5;5;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;5;переезжает;pred;0;;;h;vrb,sg,neu,fin,trd,prs,ind,act;переезжать;;;;h;h
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;6;со;circ;5;5;;0;prp,ins;с;;9;5;1;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;7;мной;pcomp;6;6;;0;prn,sg,fem,msc,neu,ins,fst;я;;6;6;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;8;из;circ;5;5;;0;prp,gen;из;;5;5;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;9;страны;pcomp;8;8;;0;nn,sg,fem,gen,trd;страна;;8;8;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;10;в;circ;5;9;;;prp,acc;в;;5;5;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;11;страну;pcomp;10;10;;0;nn,sg,fem,acc,trd;страна;;10;10;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;12;0;;-10;5;;;pnt;0;;;;;
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;13;живёт;coord;5;5;;0;vrb,sg,neu,fin,trd,prs,ind,act;жить;;5;5;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;14;то;cj;15;16;;;cnj;тот;;15;18;0;1
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;15;в;circ;13;13;;0;prp,loc;в;;13;13;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;16;Испании;pcomp;15;15;;0;nn,sg,fem,loc,trd;испания;;15;15;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;17;0;;-10;18;;;pnt;0;;;;;
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;18;то;cj;19;16;;;cnj;тот;;19;15;0;1
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;19;во;coord;15;16;;;prp,loc;в;;13;18;1;1
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;20;Франции;pcomp;19;19;;0;nn,sg,fem,loc,trd;франция;;19;19;0;0
27074;До сих пор оно переезжает со мной из страны в страну , живёт то в Испании , то во Франции .;21;.;;-10;;;;pnt;.;;;;;
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;1;Исходный;amod;2;2;;0;adj,sg,msc,nom,trd;исходный;;2;2;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;2;набор;subj;4;4;;0;nn,sg,msc,nom,trd;набор;;4;4;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;3;показателей;mod;2;2;;0;nn,pl,msc,gen,trd;показатель;;2;2;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;4;разбивается;pred;0;;;h;vrb,sg,msc,fin,trd,prs,ind,act;РАЗБИВАТЬСЯ;;;;h;h
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;5;на;comp;4;4;;0;prp,acc;на;;4;4;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;6;фрагменты;pcomp;5;5;;0;nn,pl,msc,acc,trd;фрагмент;;5;5;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;7;0;;-10;8;;;pnt;0;;;;;
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;8;которые;subj;9;9;;0;prn,pl,msc,nom,trd;который;;9;9;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;9;объединяют;preds;6;6;;0;vrb,pl,msc,fin,trd,prs,ind,act;объединять;;6;6;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;10;в;circ;9;9;;0;prp,loc;в;;9;9;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;11;своём;amod;12;12;;0;prn,sg,msc,loc,trd;свой;;12;12;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;12;составе;pcomp;10;10;;0;nn,sg,msc,loc,trd;состав;;10;10;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;13;показатели;obj;9;9;;0;nn,pl,msc,acc,trd;показатель;;9;9;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;14;0;;-10;13;;;pnt;0;;;;;
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;15;образующие;phdep;13;13;;0;ptp,pl,msc,acc,trd,act;образовать;;13;13;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;16;относительно;spec;17;17;;0;adv;относительно;;17;17;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;17;самостоятельную;amod;19;19;;0;adj,sg,fem,acc,trd;самостоятельный;;19;19;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;18;смысловую;amod;19;19;;0;adj,sg,fem,acc,trd;смысловой;;19;19;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;19;группу;obj;15;15;;0;nn,sg,fem,acc,trd;группа;;15;15;0;0
27129;Исходный набор показателей разбивается на фрагменты , которые объединяют в своём составе показатели , образующие относительно самостоятельную смысловую группу .;20;.;;-10;;;;pnt;.;;;;;
27130;На каждой группе показателей формируются частные задачи , получаемые при декомпозиции общей задачи .;1;На;circ;5;5;;0;prp,loc;на;;5;5;0;0
27130;На каждой группе показателей формируются частные задачи , получаемые при декомпозиции общей задачи .;2;каждой;amod;3;3;;0;prn,sg,fem,loc,trd;каждый;;3;3;0;0
27130;На каждой группе показателей формируются частные задачи , получаемые при декомпозиции общей задачи .;3;группе;pcomp;1;1;;0;nn,sg,fem,loc,trd;группа;;1;1;0;0
27130;На каждой группе показателей формируются частные задачи , получаемые при декомпозиции общей задачи .;4;показателей;mod;3;3;;0;nn,pl,msc,gen,trd;показатель;;3;3;0;0
27130;На каждой группе показателей формируются частные задачи , получаемые при декомпозиции общей задачи .;5;формируются;pred;0;;;h;vrb,pl,fem,fin,trd,prs,ind,act;формироваться;;;;h;h
